Name,Family,Max Thickness (%),x-Locationof Max Thickness (%),Camber (%),Data Sources,Cl max,Cl/Cd max,Cd @ Cl=0.1,Cd @ Cl=0.4,Cd @ Cl=0.6
GA 35A219,Riblett 35-series,17,35.8,1.8,JF XF,1.73,109,0.006,0.006,0.007
GA 35A220,Riblett 35-series,19,35.8,1.8,JF XF,1.79,108,0.007,0.007,0.007
GA 35A310,Riblett 35-series,20,35.8,1.8,JF XF,1.22,127,0.006,0.005,0.006
GA 35A311,Riblett 35-series,10,35.8,2.5,JF XF,1.3,118,0.005,0.005,0.006
GA 35A312,Riblett 35-series,12,35.8,2.5,JF XF,1.39,120,0.005,0.006,0.006
GA 35A313,Riblett 35-series,13,35.8,2.5,JF XF,1.45,120,0.006,0.006,0.006
GA 35A314,Riblett 35-series,14,35.8,2.5,JF XF,1.49,115,0.006,0.006,0.006
GA 35A315,Riblett 35-series,15,35.8,2.5,JF XF,1.55,118,0.006,0.006,0.006
GA 35A316,Riblett 35-series,16,35.8,2.5,JF XF,1.61,116,0.006,0.006,0.006
GA 35A317,Riblett 35-series,17,35.8,2.5,JF XF,1.67,120,0.006,0.006,0.007
GA 35A318,Riblett 35-series,18,35.8,2.5,JF XF,1.73,117,0.006,0.006,0.007
GA 35A319,Riblett 35-series,19,35.8,2.5,JF XF,1.8,121,0.006,0.007,0.007
GA 35A320,Riblett 35-series,20,35.8,2.5,JF XF,1.86,121,0.007,0.007,0.007
GA 35A410,Riblett 35-series,10,35.8,3.3,JF XF,1.28,152,0.006,0.005,0.005
GA 35A411,Riblett 35-series,11,35.8,3.3,JF XF,1.37,147,0.006,0.005,0.006
GA 35A412,Riblett 35-series,12,35.8,3.3,JF XF,1.46,144,0.006,0.006,0.006
GA 35A413,Riblett 35-series,13,35.8,3.3,JF XF,1.52,142,0.006,0.006,0.006
GA 35A414,Riblett 35-series,14,35.8,3.3,JF XF,1.57,131,0.006,0.006,0.006
GA 35A415,Riblett 35-series,15,35.8,3.3,JF XF,1.63,134,0.006,0.006,0.006
GA 35A416,Riblett 35-series,16,35.8,3.3,JF XF,1.69,131,0.006,0.006,0.007
GA 35A417,Riblett 35-series,17,35.8,3.3,JF XF,1.75,134,0.007,0.006,0.007
GA 35A418,Riblett 35-series,18,35.8,3.3,JF XF,1.81,132,0.006,0.006,0.007
GA 35A419,Riblett 35-series,19,35.8,3.3,JF XF,1.88,131,0.007,0.006,0.007
GA 35A420,Riblett 35-series,20,35.8,3.3,JF XF,1.94,129,0.007,0.007,0.007
GA 35A610,Riblett 35-series,10,35.8,4.5,JF XF,1.41,176,0.006,0.006,0.005
GA 35A611,Riblett 35-series,11,35.8,4.5,JF XF,1.5,172,0.006,0.006,0.005
GA 35A612,Riblett 35-series,12,35.8,4.5,JF XF,1.58,171,0.007,0.006,0.006
GA 35A613,Riblett 35-series,13,35.8,4.5,JF XF,1.62,163,0.007,0.006,0.006
GA 35A614,Riblett 35-series,14,35.8,4.5,JF XF,1.69,163,0.007,0.006,0.006
GA 35A615,Riblett 35-series,15,35.8,4.5,JF XF,1.76,157,0.007,0.006,0.006
GA 35A616,Riblett 35-series,16,35.8,4.5,JF XF,1.83,160,0.007,0.006,0.006
GA 35A617,Riblett 35-series,17,35.8,4.5,JF XF,1.9,155,0.007,0.006,0.007
GA 35A618,Riblett 35-series,18,35.8,4.5,JF XF,1.96,145,0.007,0.006,0.006
GA 35A619,Riblett 35-series,19,35.8,4.5,JF XF,2.02,150,0.008,0.006,0.007
GA 35A620,Riblett 35-series,20,35.8,4.5,JF XF,2.09,150,0.008,0.007,0.007
GA 37-010,Riblett 37-series,10,37.7,0,JF XF,0.91,95,0.004,0.007,0.107
GA 37-011,Riblett 37-series,11,37.7,0,JF XF,0.96,94,0.004,0.006,0.008
GA 37-012,Riblett 37-series,12,37.7,0,JF XF,1.02,99,0.005,0.006,0.008
GA 37-013,Riblett 37-series,13,37.7,0,JF XF,1.08,95,0.004,0.005,0.007
GA 37-014,Riblett 37-series,14,37.7,0,JF XF,1.14,99,0.004,0.005,0.008
GA 37-015,Riblett 37-series,15,37.7,0,JF XF,1.2,96,0.005,0.005,0.008
GA 37-016,Riblett 37-series,16,37.7,0,JF XF,1.26,97,0.005,0.005,0.007
GA 37-017,Riblett 37-series,17,37.7,0,JF XF,1.32,93,0.005,0.005,0.007
GA 37-018,Riblett 37-series,18,37.7,0,JF XF,1.39,92,0.005,0.005,0.007
GA 37-019,Riblett 37-series,19,37.7,0,JF XF,1.45,92,0.005,0.005,0.007
GA 37-020,Riblett 37-series,20,37.7,0,JF XF,1.52,97,0.005,0.005,0.006
GA 37-210,Riblett 37-series,10,37.7,1.8,JF XF,1.14,113,0.005,0.004,0.005
GA 37-211,Riblett 37-series,11,37.7,1.8,JF XF,1.22,114,0.004,0.005,0.005
GA 37-212,Riblett 37-series,12,37.7,1.8,JF XF,1.3,116,0.005,0.005,0.005
GA 37-213,Riblett 37-series,13,37.7,1.8,JF XF,1.35,123,0.005,0.005,0.005
GA 37-214,Riblett 37-series,14,37.7,1.8,JF XF,1.41,119,0.005,0.005,0.005
GA 37-215,Riblett 37-series,15,37.7,1.8,JF XF,1.47,131,0.005,0.005,0.005
GA 37-216,Riblett 37-series,16,37.7,1.8,JF XF,1.53,124,0.005,0.005,0.005
GA 37-217,Riblett 37-series,17,37.7,1.8,JF XF,1.59,127,0.005,0.005,0.005
GA 37-218,Riblett 37-series,18,37.7,1.8,JF XF,1.66,132,0.005,0.005,0.005
GA 37-219,Riblett 37-series,19,37.7,1.8,JF XF,1.72,135,0.005,0.005,0.005
GA 37-220,Riblett 37-series,20,37.7,1.8,JF XF,1.78,128,0.005,0.005,0.006
GA 37-310,Riblett 37-series,10,37.7,2.5,JF XF,1.2,137,0.006,0.004,0.005
GA 37-311,Riblett 37-series,11,37.7,2.5,JF XF,1.29,139,0.006,0.005,0.005
GA 37-312,Riblett 37-series,12,37.7,2.5,JF XF,1.37,144,0.006,0.005,0.005
GA 37-313,Riblett 37-series,13,37.7,2.5,JF XF,1.41,144,0.006,0.005,0.005
GA 37-314,Riblett 37-series,14,37.7,2.5,JF XF,1.48,142,0.005,0.005,0.005
GA 37-315,Riblett 37-series,15,37.7,2.5,JF XF,1.54,144,0.005,0.005,0.005
GA 37-316,Riblett 37-series,16,37.7,2.5,JF XF,1.6,145,0.005,0.005,0.005
GA 37-317,Riblett 37-series,17,37.7,2.5,JF XF,1.66,144,0.005,0.005,0.005
GA 37-318,Riblett 37-series,18,37.7,2.5,JF XF,1.72,154,0.005,0.005,0.005
GA 37-319,Riblett 37-series,19,37.7,2.5,JF XF,1.79,151,0.005,0.005,0.005
GA 37-320,Riblett 37-series,20,37.7,2.5,JF XF,1.85,148,0.005,0.005,0.005
GA 37-410,Riblett 37-series,10,37.7,3.3,JF XF,1.27,164,0.005,0.004,0.005
GA 37-411,Riblett 37-series,11,37.7,3.3,JF XF,1.35,160,0.006,0.004,0.005
GA 37-412,Riblett 37-series,12,37.7,3.3,JF XF,1.43,156,0.006,0.005,0.005
GA 37-413,Riblett 37-series,13,37.7,3.3,JF XF,1.47,167,0.006,0.005,0.005
GA 37-414,Riblett 37-series,14,37.7,3.3,JF XF,1.54,161,0.006,0.005,0.005
GA 37-415,Riblett 37-series,15,37.7,3.3,JF XF,1.61,166,0.005,0.005,0.005
GA 37-416,Riblett 37-series,16,37.7,3.3,JF XF,1.68,171,0.005,0.005,0.005
GA 37-417,Riblett 37-series,17,37.7,3.3,JF XF,1.74,166,0.005,0.005,0.005
GA 37-418,Riblett 37-series,18,37.7,3.3,JF XF,1.8,170,0.005,0.005,0.005
GA 37-419,Riblett 37-series,19,37.7,3.3,JF XF,1.86,176,0.005,0.005,0.005
GA 37-420,Riblett 37-series,20,37.7,3.3,JF XF,1.93,174,0.005,0.005,0.005
GA 37-610,Riblett 37-series,10,37.7,4.5,JF XF,1.4,188,0.006,0.005,0.004
GA 37-611,Riblett 37-series,11,37.7,4.5,JF XF,1.48,188,0.006,0.005,0.005
GA 37-612,Riblett 37-series,12,37.7,4.5,JF XF,1.52,190,0.006,0.006,0.005
GA 37-613,Riblett 37-series,13,37.7,4.5,JF XF,1.59,187,0.006,0.005,0.005
GA 37-614,Riblett 37-series,14,37.7,4.5,JF XF,1.66,192,0.006,0.005,0.005
GA 37-615,Riblett 37-series,15,37.7,4.5,JF XF,1.73,188,0.006,0.005,0.005
GA 37-616,Riblett 37-series,16,37.7,4.5,JF XF,1.8,188,0.006,0.005,0.005
GA 37-617,Riblett 37-series,17,37.7,4.5,JF XF,1.87,186,0.007,0.005,0.005
GA 37-618,Riblett 37-series,18,37.7,4.5,JF XF,1.94,186,0.007,0.005,0.005
GA 37-619,Riblett 37-series,19,37.7,4.5,JF XF,2.01,197,0.007,0.005,0.005
GA 37-620,Riblett 37-series,20,37.7,4.5,JF XF,2.07,192,0.007,0.005,0.006
GA 37A010,Riblett 37-series,10,37.7,0,JF XF,0.91,89,0.005,0.007,0.115
GA 37A011,Riblett 37-series,11,37.7,0,JF XF,0.97,92,0.005,0.007,0.008
GA 37A012,Riblett 37-series,12,37.7,0,JF XF,1.04,93,0.005,0.006,0.008
GA 37A013,Riblett 37-series,13,37.7,0,JF XF,1.1,93,0.005,0.006,0.008
GA 37A014,Riblett 37-series,14,37.7,0,JF XF,1.16,91,0.005,0.006,0.008
GA 37A015,Riblett 37-series,15,37.7,0,JF XF,1.21,93,0.006,0.006,0.009
GA 37A016,Riblett 37-series,16,37.7,0,JF XF,1.27,94,0.006,0.006,0.008
GA 37A017,Riblett 37-series,17,37.7,0,JF XF,1.33,92,0.006,0.006,0.008
GA 37A018,Riblett 37-series,18,37.7,0,JF XF,1.39,93,0.006,0.006,0.008
GA 37A019,Riblett 37-series,19,37.7,0,JF XF,1.46,92,0.006,0.006,0.008
GA 37A020,Riblett 37-series,20,37.7,0,JF XF,1.52,88,0.006,0.006,0.008
GA 37A210,Riblett 37-series,10,37.7,1.8,JF XF,1.13,108,0.006,0.005,0.006
GA 37A211,Riblett 37-series,11,37.7,1.8,JF XF,1.22,106,0.005,0.005,0.006
GA 37A212,Riblett 37-series,12,37.7,1.8,JF XF,1.3,105,0.005,0.005,0.006
GA 37A213,Riblett 37-series,13,37.7,1.8,JF XF,1.38,105,0.005,0.005,0.006
GA 37A214,Riblett 37-series,14,37.7,1.8,JF XF,1.42,106,0.005,0.006,0.006
GA 37A215,Riblett 37-series,15,37.7,1.8,JF XF,1.48,106,0.005,0.006,0.006
GA 37A216,Riblett 37-series,16,37.7,1.8,JF XF,1.54,110,0.006,0.006,0.006
GA 37A217,Riblett 37-series,17,37.7,1.8,JF XF,1.6,107,0.006,0.006,0.006
GA 37A218,Riblett 37-series,18,37.7,1.8,JF XF,1.66,111,0.006,0.006,0.006
GA 37A219,Riblett 37-series,19,37.7,1.8,JF XF,1.73,110,0.006,0.006,0.007
GA 37A220,Riblett 37-series,20,37.7,1.8,JF XF,1.79,114,0.006,0.006,0.006
GA 37A310,Riblett 37-series,10,37.7,2.5,JF XF,1.2,135,0.006,0.005,0.005
GA 37A311,Riblett 37-series,11,37.7,2.5,JF XF,1.28,124,0.006,0.005,0.005
GA 37A312,Riblett 37-series,12,37.7,2.5,JF XF,1.36,122,0.005,0.005,0.006
GA 37A313,Riblett 37-series,13,37.7,2.5,JF XF,1.45,124,0.005,0.005,0.006
GA 37A314,Riblett 37-series,14,37.7,2.5,JF XF,1.49,122,0.006,0.006,0.006
GA 37A315,Riblett 37-series,15,37.7,2.5,JF XF,1.55,124,0.005,0.006,0.006
GA 37A316,Riblett 37-series,16,37.7,2.5,JF XF,1.61,123,0.006,0.006,0.006
GA 37A317,Riblett 37-series,17,37.7,2.5,JF XF,1.67,122,0.006,0.006,0.006
GA 37A318,Riblett 37-series,18,37.7,2.5,JF XF,1.73,126,0.006,0.006,0.006
GA 37A319,Riblett 37-series,19,37.7,2.5,JF XF,1.79,130,0.006,0.006,0.006
GA 37A320,Riblett 37-series,20,37.7,2.5,JF XF,1.86,127,0.006,0.006,0.007
GA 37A410,Riblett 37-series,10,37.7,3.3,JF XF,1.27,154,0.006,0.005,0.005
GA 37A411,Riblett 37-series,11,37.7,3.3,JF XF,1.35,156,0.006,0.005,0.005
GA 37A412,Riblett 37-series,12,37.7,3.3,JF XF,1.43,154,0.006,0.005,0.005
GA 37A413,Riblett 37-series,13,37.7,3.3,JF XF,1.51,151,0.007,0.006,0.006
GA 37A414,Riblett 37-series,14,37.7,3.3,JF XF,1.55,139,0.007,0.005,0.006
GA 37A415,Riblett 37-series,15,37.7,3.3,JF XF,1.62,141,0.006,0.006,0.006
GA 37A416,Riblett 37-series,16,37.7,3.3,JF XF,1.68,139,0.007,0.006,0.006
GA 37A417,Riblett 37-series,17,37.7,3.3,JF XF,1.75,138,0.006,0.006,0.006
GA 37A418,Riblett 37-series,18,37.7,3.3,JF XF,1.81,141,0.006,0.006,0.006
GA 37A419,Riblett 37-series,19,37.7,3.3,JF XF,1.87,141,0.006,0.006,0.007
GA 37A420,Riblett 37-series,20,37.7,3.3,JF XF,1.93,141,0.006,0.006,0.006
GA 37A610,Riblett 37-series,10,37.7,4.5,JF XF,1.4,188,0.006,0.006,0.005
GA 37A611,Riblett 37-series,11,37.7,4.5,JF XF,1.48,189,0.006,0.006,0.005
GA 37A612,Riblett 37-series,12,37.7,4.5,JF XF,1.56,181,0.006,0.006,0.005
GA 37A613,Riblett 37-series,13,37.7,4.5,JF XF,1.61,179,0.007,0.006,0.006
GA 37A614,Riblett 37-series,14,37.7,4.5,JF XF,1.67,170,0.007,0.006,0.006
GA 37A615,Riblett 37-series,15,37.7,4.5,JF XF,1.74,169,0.007,0.006,0.006
GA 37A616,Riblett 37-series,16,37.7,4.5,JF XF,1.81,165,0.007,0.006,0.006
GA 37A617,Riblett 37-series,17,37.7,4.5,JF XF,1.88,163,0.008,0.006,0.006
GA 37A618,Riblett 37-series,18,37.7,4.5,JF XF,1.95,159,0.008,0.006,0.006
GA 37A619,Riblett 37-series,19,37.7,4.5,JF XF,2.01,164,0.008,0.006,0.006
GA 37A620,Riblett 37-series,20,37.7,4.5,JF XF,2.08,159,0.008,0.007,0.007
GA 40-010,Riblett 40-series,10,39.7,0,JF XF,0.84,92,0.004,0.007,0.103
GA 40-011,Riblett 40-series,11,39.7,0,JF XF,0.9,94,0.004,0.007,0.105
GA 40-012,Riblett 40-series,12,39.7,0,JF XF,0.95,92,0.004,0.007,0.008
GA 40-013,Riblett 40-series,13,39.7,0,JF XF,1,92,0.004,0.006,0.008
GA 40-014,Riblett 40-series,14,39.7,0,JF XF,1.05,96,0.004,0.005,0.008
GA 40-015,Riblett 40-series,15,39.7,0,JF XF,1.11,95,0.004,0.005,0.008
GA 40-016,Riblett 40-series,16,39.7,0,JF XF,1.17,95,0.004,0.005,0.008
GA 40-017,Riblett 40-series,17,39.7,0,JF XF,1.23,92,0.004,0.005,0.008
GA 40-018,Riblett 40-series,18,39.7,0,JF XF,1.28,89,0.005,0.005,0.008
GA 40-019,Riblett 40-series,19,39.7,0,JF XF,1.34,90,0.005,0.005,0.007
GA 40-020,Riblett 40-series,20,39.7,0,JF XF,1.41,100,0.005,0.005,0.006
GA 40-210,Riblett 40-series,10,39.7,1.8,JF XF,1.1,123,0.005,0.004,0.005
GA 40-211,Riblett 40-series,11,39.7,1.8,JF XF,1.18,121,0.005,0.004,0.005
GA 40-212,Riblett 40-series,12,39.7,1.8,JF XF,1.24,123,0.004,0.004,0.005
GA 40-213,Riblett 40-series,13,39.7,1.8,JF XF,1.28,135,0.004,0.004,0.005
GA 40-214,Riblett 40-series,14,39.7,1.8,JF XF,1.33,128,0.004,0.005,0.005
GA 40-215,Riblett 40-series,15,39.7,1.8,JF XF,1.39,133,0.004,0.004,0.005
GA 40-216,Riblett 40-series,16,39.7,1.8,JF XF,1.45,139,0.004,0.004,0.005
GA 40-217,Riblett 40-series,17,39.7,1.8,JF XF,1.5,132,0.005,0.005,0.005
GA 40-218,Riblett 40-series,18,39.7,1.8,JF XF,1.56,138,0.005,0.005,0.005
GA 40-219,Riblett 40-series,19,39.7,1.8,JF XF,1.62,138,0.005,0.005,0.005
GA 40-220,Riblett 40-series,20,39.7,1.8,JF XF,1.68,138,0.005,0.005,0.005
GA 40-310,Riblett 40-series,10,39.7,2.5,JF XF,1.16,142,0.006,0.004,0.004
GA 40-311,Riblett 40-series,11,39.7,2.5,JF XF,1.24,147,0.006,0.004,0.004
GA 40-312,Riblett 40-series,12,39.7,2.5,JF XF,1.3,145,0.006,0.004,0.004
GA 40-313,Riblett 40-series,13,39.7,2.5,JF XF,1.34,151,0.006,0.004,0.004
GA 40-314,Riblett 40-series,14,39.7,2.5,JF XF,1.4,158,0.006,0.004,0.005
GA 40-315,Riblett 40-series,15,39.7,2.5,JF XF,1.46,154,0.006,0.004,0.005
GA 40-316,Riblett 40-series,16,39.7,2.5,JF XF,1.51,149,0.005,0.005,0.005
GA 40-317,Riblett 40-series,17,39.7,2.5,JF XF,1.57,161,0.005,0.005,0.005
GA 40-318,Riblett 40-series,18,39.7,2.5,JF XF,1.63,154,0.005,0.005,0.005
GA 40-319,Riblett 40-series,19,39.7,2.5,JF XF,1.69,157,0.005,0.005,0.005
GA 40-320,Riblett 40-series,20,39.7,2.5,JF XF,1.75,162,0.005,0.005,0.005
GA 40-410,Riblett 40-series,10,39.7,3.3,JF XF,1.23,166,0.005,0.004,0.004
GA 40-411,Riblett 40-series,11,39.7,3.3,JF XF,1.31,168,0.006,0.004,0.004
GA 40-412,Riblett 40-series,12,39.7,3.3,JF XF,1.36,174,0.006,0.004,0.004
GA 40-413,Riblett 40-series,13,39.7,3.3,JF XF,1.42,175,0.006,0.004,0.004
GA 40-414,Riblett 40-series,14,39.7,3.3,JF XF,1.48,169,0.006,0.004,0.004
GA 40-415,Riblett 40-series,15,39.7,3.3,JF XF,1.53,168,0.006,0.005,0.005
GA 40-416,Riblett 40-series,16,39.7,3.3,JF XF,1.59,172,0.006,0.004,0.005
GA 40-417,Riblett 40-series,17,39.7,3.3,JF XF,1.65,169,0.006,0.005,0.005
GA 40-418,Riblett 40-series,18,39.7,3.3,JF XF,1.71,175,0.006,0.005,0.005
GA 40-419,Riblett 40-series,19,39.7,3.3,JF XF,1.77,169,0.005,0.005,0.005
GA 40-420,Riblett 40-series,20,39.7,3.3,JF XF,1.83,172,0.005,0.005,0.005
GA 40-610,Riblett 40-series,10,39.7,4.5,JF XF,1.36,210,0.006,0.005,0.004
GA 40-611,Riblett 40-series,11,39.7,4.5,JF XF,1.44,201,0.006,0.005,0.004
GA 40-612,Riblett 40-series,12,39.7,4.5,JF XF,1.48,198,0.006,0.005,0.005
GA 40-613,Riblett 40-series,13,39.7,4.5,JF XF,1.54,203,0.006,0.005,0.004
GA 40-614,Riblett 40-series,14,39.7,4.5,XF,1.61,197,0.006,0.006,0.004
GA 40-615,Riblett 40-series,15,39.7,4.5,JF XF,1.68,200,0.006,0.005,0.005
GA 40-616,Riblett 40-series,16,39.7,4.5,JF XF,1.74,199,0.006,0.006,0.005
GA 40-617,Riblett 40-series,17,39.7,4.5,JF XF,1.8,198,0.006,0.005,0.005
GA 40-618,Riblett 40-series,18,39.7,4.5,JF XF,1.86,196,0.007,0.005,0.005
GA 40-619,Riblett 40-series,19,39.7,4.5,JF XF,1.92,196,0.007,0.005,0.005
GA 40-620,Riblett 40-series,20,39.7,4.5,JF XF,1.98,195,0.007,0.005,0.005
GA 40A010,Riblett 40-series,10,39.7,0,JF XF,0.84,92,0.004,0.007,0.103
GA 40A011,Riblett 40-series,11,39.7,0,JF XF,0.9,90,0.004,0.007,0.112
GA 40A012,Riblett 40-series,12,39.7,0,JF XF,0.96,94,0.004,0.007,0.007
GA 40A013,Riblett 40-series,13,39.7,0,JF XF,1.02,95,0.004,0.006,0.008
GA 40A014,Riblett 40-series,14,39.7,0,JF XF,1.06,95,0.004,0.005,0.008
GA 40A015,Riblett 40-series,15,39.7,0,JF XF,1.11,95,0.004,0.005,0.008
GA 40A016,Riblett 40-series,16,39.7,0,JF XF,1.17,91,0.005,0.005,0.008
GA 40A017,Riblett 40-series,17,39.7,0,JF XF,1.23,96,0.004,0.005,0.008
GA 40A018,Riblett 40-series,18,39.7,0,JF XF,1.28,93,0.005,0.005,0.008
GA 40A019,Riblett 40-series,19,39.7,0,JF XF,1.34,95,0.005,0.005,0.006
GA 40A020,Riblett 40-series,20,39.7,0,JF XF,1.41,97,0.005,0.005,0.006
GA 40A210,Riblett 40-series,10,39.7,1.8,JF XF,1.1,122,0.005,0.004,0.005
GA 40A211,Riblett 40-series,11,39.7,1.8,JF XF,1.18,127,0.005,0.004,0.005
GA 40A212,Riblett 40-series,12,39.7,1.8,JF XF,1.25,126,0.004,0.004,0.005
GA 40A213,Riblett 40-series,13,39.7,1.8,JF XF,1.3,129,0.004,0.004,0.005
GA 40A214,Riblett 40-series,14,39.7,1.8,JF XF,1.34,131,0.004,0.005,0.005
GA 40A215,Riblett 40-series,15,39.7,1.8,JF XF,1.39,128,0.004,0.004,0.005
GA 40A216,Riblett 40-series,16,39.7,1.8,JF XF,1.45,132,0.004,0.005,0.005
GA 40A217,Riblett 40-series,17,39.7,1.8,JF XF,1.5,138,0.005,0.005,0.005
GA 40A218,Riblett 40-series,18,39.7,1.8,JF XF,1.56,138,0.005,0.005,0.005
GA 40A219,Riblett 40-series,19,39.7,1.8,JF XF,1.62,137,0.005,0.005,0.005
GA 40A220,Riblett 40-series,20,39.7,1.8,JF XF,1.68,141,0.005,0.005,0.005
GA 40A310,Riblett 40-series,10,39.7,2.5,JF XF,1.16,140,0.006,0.004,0.004
GA 40A311,Riblett 40-series,11,39.7,2.5,JF XF,1.24,151,0.006,0.004,0.004
GA 40A312,Riblett 40-series,12,39.7,2.5,JF XF,1.32,149,0.006,0.004,0.004
GA 40A313,Riblett 40-series,13,39.7,2.5,JF XF,1.36,148,0.006,0.004,0.004
GA 40A314,Riblett 40-series,14,39.7,2.5,JF XF,1.4,156,0.006,0.005,0.005
GA 40A315,Riblett 40-series,15,39.7,2.5,JF XF,1.46,149,0.006,0.004,0.005
GA 40A316,Riblett 40-series,16,39.7,2.5,JF XF,1.51,149,0.005,0.004,0.005
GA 40A317,Riblett 40-series,17,39.7,2.5,JF XF,1.57,153,0.005,0.005,0.005
GA 40A318,Riblett 40-series,18,39.7,2.5,JF XF,1.63,153,0.005,0.005,0.005
GA 40A319,Riblett 40-series,19,39.7,2.5,JF XF,1.69,157,0.005,0.005,0.005
GA 40A320,Riblett 40-series,20,39.7,2.5,JF XF,1.75,163,0.005,0.005,0.005
GA 40A410,Riblett 40-series,10,39.7,3.3,JF XF,1.23,173,0.006,0.004,0.004
GA 40A411,Riblett 40-series,11,39.7,3.3,JF XF,1.31,170,0.006,0.004,0.004
GA 40A412,Riblett 40-series,12,39.7,3.3,JF XF,1.39,173,0.006,0.004,0.004
GA 40A413,Riblett 40-series,13,39.7,3.3,JF XF,1.43,173,0.006,0.004,0.004
GA 40A414,Riblett 40-series,14,39.7,3.3,JF XF,1.48,173,0.006,0.005,0.005
GA 40A415,Riblett 40-series,15,39.7,3.3,JF XF,1.54,170,0.006,0.004,0.005
GA 40A416,Riblett 40-series,16,39.7,3.3,JF XF,1.59,174,0.006,0.005,0.005
GA 40A417,Riblett 40-series,17,39.7,3.3,JF XF,1.65,172,0.007,0.005,0.005
GA 40A418,Riblett 40-series,18,39.7,3.3,JF XF,1.71,176,0.006,0.005,0.005
GA 40A419,Riblett 40-series,19,39.7,3.3,JF XF,1.77,169,0.005,0.005,0.005
GA 40A420,Riblett 40-series,20,39.7,3.3,JF XF,1.83,177,0.005,0.005,0.005
GA 40A610,Riblett 40-series,10,39.7,4.5,JF XF,1.36,199,0.006,0.005,0.004
GA 40A611,Riblett 40-series,11,39.7,4.5,JF XF,1.44,196,0.006,0.005,0.004
GA 40A612,Riblett 40-series,12,39.7,4.5,JF XF,1.51,201,0.006,0.005,0.004
GA 40A613,Riblett 40-series,13,39.7,4.5,JF XF,1.55,200,0.006,0.006,0.005
GA 40A614,Riblett 40-series,14,39.7,4.5,JF XF,1.61,198,0.006,0.006,0.005
GA 40A615,Riblett 40-series,15,39.7,4.5,JF XF,1.68,198,0.006,0.005,0.005
GA 40A616,Riblett 40-series,16,39.7,4.5,JF XF,1.74,197,0.006,0.005,0.005
GA 40A617,Riblett 40-series,17,39.7,4.5,JF XF,1.8,195,0.006,0.005,0.005
GA 40A618,Riblett 40-series,18,39.7,4.5,JF XF,1.86,196,0.007,0.005,0.005
GA 40A619,Riblett 40-series,19,39.7,4.5,JF XF,1.92,197,0.007,0.005,0.005
GA 40A620,Riblett 40-series,20,39.7,4.5,JF XF,1.98,191,0.007,0.005,0.005
GEMINI (SMOOTHED),Uncategorized,15.4,33.8,2.2,JF WT XF,1.46,130,0.007,0.007,0.007
GIII BL0,Gulfstream,11,37.7,0.7,JF XF,1.09,102,0.006,0.007,0.008
GIII BL126,Gulfstream,8.8,43.8,1.2,JF XF,0.97,102,0.004,0.006,0.104
GIII BL145,Gulfstream,8.3,43.8,1.3,JF XF,0.95,100,0.004,0.006,0.097
GIII BL167,Gulfstream,8.3,43.8,1.3,JF XF,0.97,103,0.004,0.005,0.105
GIII BL207,Gulfstream,8.3,41.7,1.3,JF XF,1.01,102,0.004,0.005,0.007
GIII BL288,Gulfstream,8.5,39.7,1.3,JF XF,1.13,105,0.005,0.005,0.007
GIII BL332,Gulfstream,8.5,37.7,1.4,JF XF,1.21,107,0.006,0.005,0.007
GIII BL369,Gulfstream,8.5,35.8,1.5,JF XF,1.24,104,0.006,0.005,0.007
GIII BL387,Gulfstream,8.5,35.8,1.6,JF XF,1.26,108,0.006,0.005,0.006
GIII BL430,Gulfstream,8.5,33.8,1.9,JF XF,1.35,116,0.006,0.007,0.006
GIII BL45,Gulfstream,10.5,37.7,0.8,JF XF,1.06,100,0.005,0.006,0.008
GIII BL450,Gulfstream,8.4,31.9,2.1,JF XF,1.36,121,0.006,0.007,0.008
GIII BL75,Gulfstream,9.9,39.7,0.9,JF XF,1.03,102,0.005,0.006,0.007
GIII BL86,Gulfstream,9.7,39.7,1,JF XF,1.01,102,0.004,0.006,0.007
GLENN MARTIN 2,Uncategorized,13.5,21.5,5.7,JF XF,2,180,0.007,0.007,0.007
GLENN MARTIN 3,Uncategorized,13.8,31.9,4.4,JF XF,2.16,168,0.007,0.007,0.008
GLENN MARTIN 4,Uncategorized,15.5,31.9,5.8,JF XF,2.33,174,0.007,0.007,0.009
GM15 (SMOOTHED),Uncategorized,6.7,19.9,4.8,JF WT XF,1.33,137,0.006,0.006,0.006
GOE 100 (SOPWITH),Gottingen,6.6,24.8,3.6,JF XF,1.3,103,0.008,0.01,0.01
GOE 101,Gottingen,6.9,28.2,4,JF XF,1.4,157,0.005,0.005,0.005
GOE 10K,Gottingen,3.9,47.9,1.4,JF XF,0.98,189,0.003,0.003,0.004
GOE 113,Gottingen,6.7,31.9,3.1,JF XF,1.24,100,0.008,0.008,0.009
GOE 114 (MVA MK.1),Gottingen,9.6,28.2,3.5,JF XF,1.08,121,0.005,0.005,0.006
GOE 115 (MVA MK.2),Gottingen,9.8,24.8,3.8,JF XF,1.34,153,0.006,0.005,0.005
GOE 116 (MVA MK.3),Gottingen,9.4,35.8,4.1,JF XF,1.31,102,0.008,0.008,0.009
GOE 117 (MVA MK.4),Gottingen,9,30.1,4.6,JF XF,1.41,155,0.006,0.005,0.005
GOE 118 (MVA MK.7),Gottingen,8.7,31.9,5.7,JF XF,1.47,141,0.007,0.007,0.007
GOE 11K,Gottingen,7.5,47.9,2.8,JF XF,1.37,183,0.004,0.003,0.004
